"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Singapore","SGP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138851072264.06","148137983965.055","157974058074.906","176077333603.748","195614327485.792","209650440132.87","225314243954.949","244051847639.663","238704635035.182","252354653467.943","275163265310.625","272216644397.966","282896685425.575","295763549271.64","325162394855.859","349114905160.14","380558868013.851","414891060548.988","422622486817.018","423163246585.281","484605490857.98","514723403092.175","537553947250.979","563451312808.197","585626166165.556","603059081876.328","625659194298.221","653669325502.578","676233833515.183","685079250541.009","658945471706.12","723237492898.215","752948090690.158","766662339477.273","800303664054.59",
"Solomon Islands","SLB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","779674239.442628","826454705.943572","931414439.120903","968671012.353319","1047133376.23199","1152774635.17241","1171333242.03427","1160626352.07152","1175615983.57797","1169905655.50245","1002878229.84918","923083159.4358","897236988.960512","955767946.506236","1029202464.81522","1104929555.35263","1150654637.67236","1192534697.27826","1266781544.3296","1303065561.48817","1429572224.29774","1535788720.29825","1573661291.44187","1656085581.16626","1675780040.23093","1703868562.96662","1798513887.32601","1853824448.80554","1904730383.32651","1938035861.76311","1872508009.87972","1920525664.42788","1966665936.9937","2018907701.00211","2070174670.51968",
"Sierra Leone","SLE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11356748561.0036","11623854902.7268","9413821860.74204","9543219543.98991","9357376293.86502","8608809357.89237","8759792402.22891","8244972329.43865","8392146127.80888","8226041498.02551","8773297814.98173","8216592097.16684","10395972079.6649","11381887755.3842","12119302729.1389","12646916560.5978","13188597971.7277","13683138485.5271","14187507138.8445","14404689957.7425","15320203933.743","16561240828.3835","18313143810.7822","20998459387.0945","19357426610.0659","18512797700.2148","19704547301.657","20336641765.5683","20925154977.3615","22076605441.779","21799908521.115","23085417016.3665","24312073257.445","25700297964.3468","26728309889.526",
"El Salvador","SLV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32268857747.3601","32750982739.271","35050744732.7709","37090107666.4687","38830398412.671","40668661082.3633","40998671772.0135","42285197819.9467","43406718523.0549","44345186421.7477","44845358873.2488","45239824775.7213","45951410325.2796","46670730500.3765","47085822070.9522","48348112958.8643","50444969942.3996","51376992319.8102","52483859774.8353","51377096737.2549","52483859774.8353","54464382833.8519","56037150872.4371","57260415160.2687","58250676689.777","59648692981.8958","61163210524.2658","62537926514.7702","64046619110.6471","65607737256.2459","60429252054.6952","67623210509.8633","69621216142.9849","72085220073.7693","73960892033.3419",
"San Marino","SMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1726614182.83456","1855516616.91652","2023428998.15485","2067527199.28815","2182860956.09831","2189645294.73421","2274449527.68286","2377910691.88021","2435577570.2853","2528862226.52882","2708647200.37996","2695078523.10817","2416920639.03659","2284626035.6367","2094664553.83172","1947105188.50106","1931840426.5703","1918271749.29852","1962229053.1144","2008231666.03311","2013418234.91034","2043496796.99874","2085709006.82046","1947052932.12809","2217650250.23726","2392810056.98825","","",
"Somalia, Fed. Rep.","SOM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5702889586.59532","5218809870.7006","5427071510.50905","4458502628.49742","4636423474.72544","5009470805.28496","5068607199.68908","5402450670.94235","5797817975.49956","6210061056.75868","6651615916.82415","7159151990.59671","7705414423.42024","8253293607.91618","8840128724.46886","9413532246.78582","10043707224.0163","10716068331.9787","11433439658.7112","12198834346.6622","13015467248.6529","13886768431.0315","15408660851.5666","16792051332.8145","18548867333.051","19853756518.7522","22779365499.1762","23247325438.0671","23903902757.5248","23245952366.4754","24049850383.6657","24705717291.6023","25747405283.1381","26770174820.8903",
"Serbia","SRB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72047178243.1953","76488859341.8577","83321771775.7494","87773355878.736","78710311683.2762","83476293672.257","89134750174.0079","94965097142.8572","99295210717.4897","105934950103.877","112188817746.974","116564926410.224","125694374981.032","132181326895.398","128027382683.616","130089868817.817","130160471814.011","129582616551.37","130167784128.184","127819205526.391","129475408197.998","133327557684.043","136478612898.585","142823981771.762","149608417892.666","148187102028.856","159966578501.841","164175277497.296","170491873898.072","177103570583.931",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1707823740980.84","1718995295007.37","1713359393371.5","1691370842451.49","1706733173929.88","1766359700488.86","1855031032605.94","1933993900185.65","1988356668293.87","2033113952558.44","2101160686737.22","2188707561543.45","2323990125373.89","2423145171219.28","2580570429330.07","2735459998274.08","2899749705453.35","3074523551565.05","3232608243288.89","3324463615899.26","3516723786666.29","3670130782626.34","3809764557933.8","3992915404131.92","4179695910948.06","4298349411276.6","4354622907360.29","4460917451637.06","4583239922534.23","4700396797636.34","4593382494901.05","4790238780142.59","4969830938427.98","5084813166929.37","5255637345867.39",
"South Sudan","SSD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750369711989.2","1758562214340.24","1749628501918.26","1732411040889.54","1749021988586.42","1811182679212.38","1905432473603.86","1986093852264.76","2038710494081.44","2086032180124.1","2157279899087.32","2249333017840.91","2385498315704.13","2483217004943.13","2648588949228.47","2811519506020.85","2984065859720.62","3168499308756","3336506803785.04","3437348162878.49","3643692115210.36","3811331040995.98","3963109680487.48","4162346905926.22","4366434468051.49","4504554733135.1","4580453517305.27","4708365364658.01","4847551410475.49","4986803981857.6","4896660376100.04","5110493011427.91","5307372537790.99","5444530259274.65","5641600965418.32",
"Small states","SST","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","185384031903.123","185471344433.907","183762725297.917","184471090822.464","189952582489.591","197371177303.954","204653946286.647","216292949446.24","223117294667.326","229752373711.158","243886659073.948","250867820283.697","260482178982.911","273845788476.937","286100227470.751","297951028683.709","318049456860.139","332510889879.323","336813165802.008","324025628187.987","333234921065.729","343233638404.85","351569964714.243","356679345927.881","365052724024.938","373160920579.12","379160288750.937","391009913010.279","403883449095.979","418047995619.958","391458141356.685","416574245785.6","446122190877.186","466688495550.965","497694888089.677",
"Sao Tome and Principe","STP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477556464.620019","483291939.918397","486674968.938001","492028386.760864","502853019.055278","512910088.019017","520603744.85671","525790628.931897","538935331.051748","552408748.045531","554885573.546583","571889947.383692","591106525.73093","640118238.348323","662765019.548713","706604438.568351","769252760.83048","797264883.584242","846924799.618182","874893641.37586","887566084.071738","905312365.29496","931955190.132987","979668288.954311","1027732877.28136","1043556924.4073","1097580036.89126","1142723280.59177","1192753169.44633","1216778995.98225","1248717734.99679","1272434617.36875","1274581195.38269","1279325859.25215","1290839799.64848",
"Suriname","SUR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7069161061.59114","7260028349.1341","7289068463.15037","6800701010.98782","7031924770.37419","7031924770.37419","7102244104.06534","7507071853.45901","7679734630.03437","7572218309.11467","7731234807.85108","8055946702.3166","8281513265.44721","8803248554.22591","9551524697.603","9981343329.13633","10559616805.2417","11099370327.6172","11559262393.8227","11907623766.9886","12523108019.2929","13255630651.2693","13612253476.9177","14011560990.1665","14047360953.2772","13567918528.4332","12901508432.171","13103550934.2593","13751950156.2068","13912516519.7278","11689965333.3394","11405269573.3629","11679705719.6006","11976319643.0753","12316397542.3839",
"Slovak Republic","SVK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92847006327.3531","79315666837.5688","73984473341.4648","75391161405.6245","80069582935.28","84748444449.7633","89934692277.408","94868365767.0342","98498131648.2898","98031978198.9969","98805670567.1377","101695895283.558","106188060759.75","111345294730.745","117346247797.985","124956072433.618","136109260406.142","150834417014.868","158924235765.379","150174919566.051","160372670009.039","164482098968.969","167063104443.532","168238098592.505","172793904731.298","181739236266.605","185279186578.332","190605469005.691","198348091538.202","202862293968.772","197617264168.125","208880643198.039","209794202552.626","214342853700.052","218761912554.345",
"Slovenia","SVN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50656201416.4403","46147744817.0721","43626371509.0168","44866852182.3589","47257127335.5353","49198052389.5502","50631495577.918","53249821486.9846","54881303340.3022","57772454244.3054","59793288141.2248","61484651790.8904","63502936957.1504","65531875588.2957","68510969163.6058","71151469411.528","75355654130.8711","80735468570.4754","83458061254.8625","77123105224.1511","77980819961.7973","78491935988.6501","76203473908.9332","75575727661.4096","77663759014.1185","79522490584.1492","81935532860.7543","86175206839.467","89948891080.2665","93101827574.596","89298617034.238","96790459870.841","99403065465.369","101503045664.813","103117974142.993",
"Sweden","SWE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344111333918.061","340167904480.578","336226743786.916","329281589137.205","342504401549.805","356527397905.993","362605552884.305","373718945788.263","389586025865.842","405952821676.076","424752967768.553","430532865667.492","440338988456.674","448621518760.083","467371791551.808","480426312284.531","502891040416.479","519108830527.669","514316817073.668","492429685641.56","520748016057.794","537224017198.984","534997407717.641","541084161540.91","553506175806.711","577916576871.186","591496118508.867","602291845511.979","613753245955.42","629401792530.443","616780162220.993","653401537327.892","662936550819.637","662179729622.762","668628249137.444",
"Eswatini","SWZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4817808165.09746","4902619728.74983","5060788367.04398","5217982239.7948","5343249880.48005","5601096490.69783","5816293629.25139","5996761893.4939","6152919942.15944","6334484928.864","6445982862.84833","6513972839.57656","6799291291.2685","7063118328.52025","7319079669.49785","7758134898.80043","8223015293.12993","8587736899.53825","8658299236.51445","8793805848.35044","9127421304.22395","9332535419.16495","9836177897.25051","10215973756.0959","10362664667.1318","10574781174.6497","11069241640.0097","11230497574.6836","11259313459.4032","11944237364.3416","11602287926.4632","12000822909.8146","12135183003.1667","12553176749.8331","12884669067.7356",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1707402664.34984","1762039424.83535","1843093298.53652","1868722332.27754","1893141506.94385","1923060378.63178","1925095229.39475","1943725499.47426","1797261623.53916","1674023699.68631","1857580414.01304","1610210354.93476","1683919292.28275","1848943401.64251","1919203250.90493","1986375364.6866",
"Seychelles","SYC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075888256.27019","1105587358.22452","1184891625.3785","1271428653.97734","1240449419.9454","1246466054.86781","1371087057.34599","1538272501.21873","1576228466.60951","1605735544.03299","1674030661.68622","1636010698.60561","1655852774.64824","1558370594.23847","1513949957.66088","1650292683.67165","1805521335.06998","1965780608.6428","1912194485.63125","1864783995.48965","1948794976.80544","2134121157.07031","2200506804.93759","2228095328.10173","2318638255.5212","2525321875.39859","2831328441.68385","3028223613.59189","3177801892.96287","3353035170.8655","2959393508.28619","2975737695.0276","3353967909.01052","3429742537.08762","3548606461.02571",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73316725295.5848","78937528716.2122","89177928601.8804","94663169864.4364","101491251953.397","108622625650.245","119295417122.728","125288585666.109","133789797737.791","129035644342.546","129907464111.245","131267968227.313","136459395744.727","146290524284.523","156388899832.974","166108591683.508","174490756054.935","184392394149.406","192647038185.698","204036413523.41","214629791994.395","220746747169.405","162604223734.974","119839170351.364","107483344543.95","102990764723.08","96393597835.5808","95696400507.7878","97029619867.4644","98214065502.817","97529361721.3717","99337766654.2033","100065695233.932","98857637916.0933","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","574756617.196337","622299870.298888","500638710.071393","505569625.154683","528929464.27426","514825265.915996","520338429.274804","565666649.052894","629670865.326288","675329472.694926","658512265.513403","1258660844.92249","1321363621.38268","874516799.278562","1133630688.91659","1293326643.15516","1470915240.12362","1553828160.67349",
"Chad","TCD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10200983128.0525","11071651030.3604","11957542915.0569","10079032408.4907","11100732598.2849","11237998631.396","11486861080.7254","12136258403.7777","12979920105.23","12891286692.5864","12777884489.616","14267547469.3856","15479034861.0338","17757806829.9626","23729645721.6533","27842594571.5747","27697389241.7763","28903946267.1341","29802385611.9615","29403485339.7129","33459516466.1828","34983125795.7506","38150036315.8079","39221042080.256","40030164715.0615","41355517703.9614","39647564444.8938","39002104605.091","41241260597.8634","43463610455.0489","43285890201.831","43413141699.6579","49011968064.8787","51030012222.2654","52894879067.6169",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4018662866095.66","4328906616658.55","4771899728694.24","5266469433771.2","5802508803214.35","6358201486093.28","6915658276989.62","7374134986844.25","7443005123949.11","7880853427713.22","8462257053859.39","9007090240449.22","9700318765722.83","10529399396227.2","11445469276129.6","12521270726519","13811567135075.7","15414950465014.5","16670892749947.3","17894550382955.1","19597771397859.4","21189977781419.4","22764851797603.5","24373181093522","26022040113282.3","27708733805252.5","29469328389825","31395346476545.1","33412066993189.9","35345709289203.2","35638831976807.5","38194881908502.3","39633760927002.6","41676000595971.2","43736047462236.1",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8327623674591.29","7811785182489.41","6972962000177.89","6525614386497.73","5850986346848.7","5749169515632.4","5724950151843.44","5851040625471.34","5774782821234.06","5938968262234.71","6390668350502.26","6618380168803.21","6949842887837.58","7404080316986.5","7997078835285.69","8510119677819.96","9190741745861.31","9917384829421.72","10377945837902","9797341838927.89","10236704932810.6","10797786460950.5","11153925513727.7","11472426089564.2","11645122861703","11694326575000.9","11878919471461.2","12331983262269.7","12778575029198.3","13126086788640.5","12883572743889","13780360306610.3","13832001174437.3","14370394521105.6","14909976406735.3",
"Togo","TGO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8682094114.98464","8621322278.29243","8278134439.18484","7028481545.52099","8081517772.78141","8715580106.41138","9485707209.37856","10849503150.2863","10599977969.3566","10863043075.0758","10777933347.5519","10866683027.4124","11282509973.4834","12040713984.5592","11922875690.9781","11366518616.039","11667746374.4709","11530636307.5087","11995971886.9541","12650211079.8735","13390799053.0381","14170579058.3912","15063707495.7898","15941057864.5667","16839055947.4004","17759820796.0042","18508378702.9471","19250219185.927","20173278798.0617","21166394368.2918","21588061755.9783","22881375789.0174","24199238355.6525","25749906711.9153","27114653136.0397",
"Thailand","THA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476330440729.816","517096039836.795","558894919190.714","605014457976.915","653397613421.481","706455560096.202","746384036022.706","725831790659.776","670421535643.795","701075271483.452","732309906787.877","757532483500.235","804113429017.035","861923099864.461","916132392623.264","954496704755.838","1001914296022.88","1056369857820.61","1074599620294.65","1067178239392.66","1147359508197.33","1156998843533.66","1240797911836.04","1274144300664.98","1286687854582.61","1327013259893.87","1372598258295.69","1429941035379.45","1490325590490.69","1521839386454.41","1429767518144.89","1451959884645.39","1489425948925.17","1519478855208.06","1557860310007.18",
"Tajikistan","TJK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22529307638.2711","20929726999.5681","14860105948.7911","12423048596.24","9776939492.07511","8563003180.32128","7132981783.18961","7252863963.13675","7638199027.01455","7920778073.85827","8580129343.23434","9402177479.50698","10417613000.7372","11563550334.7739","12754595896.799","13609153632.677","14561794823.9665","15697614837.5239","16937726138.3628","17598297652.2489","18742186838.7707","20129108777.2117","21638791827.4526","23240062367.9387","24797146706.9848","26289762181.4162","28103755771.934","30099122549.3957","32386655528.9152","34783268090.8793","36313732274.8975","39727222945.4623","42905400915.5615","46466548855.3976","50369738870.8902",
"Turkmenistan","TKM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29804326740.3652","28431759044.9348","24176665797.3288","24539315826.3363","20294048427.5638","18832868633.5211","20094669355.5921","17803877003.3068","19067952331.7629","22214164370.6353","23429071266.5706","24446793974.6902","24509666221.1008","25310845190.3874","26576490575.824","30040479624.705","33336914076.3533","37023743238.2639","42466233494.2887","45056673786.2155","49201887769.1652","56434565235.7443","62698801955.2154","69094079818.2233","76210770019.1493","81164470001.4359","86196667114.2781","91799450517.0719","97491016395.3094","103632950469.421","109747294597.405","116551626881.618","123777827673.938","131576025873.303","134555061341.164",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5290174416207.77","5464109855624.35","5620187488944.61","5884952681017.3","6197353076554.05","6245882818868","6489478642671.33","6842769650365.57","7044314078185.54","7074452710896.77","7327850815129.53","7347616332236.46","7384452841111.17","7573236446210.13","7975834317227.55","8299272862657.87","8737885499022.08","9206609255431.82","9556973108504.31","9340802120274.93","9958939703130.99","10419723279782.5","10700235604188.4","11012883351774.2","11179031916986.3","11236297246008.3","11214785119813.4","11441064568387","11639870594421.8","11726778465385.1","10955629345002.9","11768936525743","12246001077993","12528888332744.7","12809090233718.6",
"Timor-Leste","TLS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630800788.1947","1805529359.26774","1994379056.50659","2197900762.80389","2354453680.62551","2511760963.41396","2712254370.29346","2820744382.51194","2764329603.25721","1784307551.82645","2820599403.52415","3281806356.23135","3061805484.56755","2994988801.67504","3006968876.11679","3096714256.91662","2969250627.77542","3274055738.89593","3647128000.25875","4017200416.02379","4392065945.52059","4653768939.06634","4879971049.81757","5031463252.50475","5256495369.2751","5386858578.17205","5548999284.27063","5372407086.21886","5372413251.32003","6630203371.52856","8749343573.85605","9214418303.23059","7321630758.51343","5994600488.93535","5863371397.416",
"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)","TMN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2285620385374.92","2290749907078.54","2411096168339.38","2453619860780.08","2510242202066","2591819842136.39","2748967490898.51","2844382256856.76","3005502064459.08","3135050314540.21","3318487652098.1","3415185873358.64","3528318590511.18","3617758965651.82","3895570996134.63","4084236723098.15","4311922186136.23","4566819959766.91","4736280700479.31","4885907237819.23","5116235281406.67","5185135533334.13","5292796711432.1","5350033526661.17","5500408881166.6","5627497106195.16","5954393373141.68","6146389217425.83","6320913286393.11","6436705874656.92","6319835103609.07","6579122574750.65","6876385516976.83","7071908508876.85","7243872380212.76",
"Tonga","TON","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447435576.094721","476138360.535696","477338102.531629","495181278.165668","519705236.161128","552073310.980638","552586287.436225","549267797.662268","561860182.135585","574796802.680637","596375234.793123","605276023.384572","632085051.85415","632412506.328502","619966960.832284","615889743.752932","602551644.823039","587702917.694853","616281978.03752","584671777.221842","589491793.310766","629009539.699924","634794924.289132","637295524.516075","649981132.185022","657220258.201734","700588243.454796","723023319.226896","727994440.800728","726477057.298404","739433019.345524","742114235.069721","724972402.211043","740081956.843763","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2250638071187.94","2284530967640.36","2408328365753.1","2524001958025.66","2684462223328.97","2877479199204.76","3081302546345.42","3210430945203.88","3402655026796.58","3682301961775.24","3832561315287.65","4010193156197.17","4161183497389.56","4471274143820.54","4808771893384.8","5177439782518.08","5585060551735.68","6005910843321.76","6214492407092.92","6675611871241.69","7221716207333.18","7613856497651.78","8042593026923.15","8544947244766.84","9163945040257.42","9870527057768.61","10658482020343.6","11381747715346.5","12113012079563.1","12614716666057.8","11994670241540.6","13103387829233.9","14044379623965.4","15244494317897.1","16192534157864.1",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1750369711989.2","1758562214340.24","1749628501918.26","1732411040889.54","1749021988586.42","1811182679212.38","1905432473603.86","1986093852264.76","2038710494081.44","2086032180124.1","2157279899087.32","2249333017840.91","2385498315704.13","2483217004943.13","2648588949228.47","2811519506020.86","2984065859720.62","3168499308756.01","3336506803785.04","3437348162878.49","3643692115210.36","3811331040995.98","3963109680487.48","4162346905926.22","4366434468051.5","4504554733135.1","4580453517305.27","4708365364658.01","4847551410475.5","4986803981857.6","4896660376100.04","5110493011427.91","5307372537790.99","5444530259274.65","5641600965418.32",
"Trinidad and Tobago","TTO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14882188253.5505","15345382651.3506","16894188978.5381","16781147465.4092","17379761303.2292","18041915113.4556","19329111481.445","20783212438.7447","22471757833.8686","24275075421.3256","25950385667.0718","27032133716.9873","29177595692.3477","33391129234.0036","36045741208.1112","38283798887.9432","43340345481.3495","45400836390.6391","46940713392.2561","44879204353.2414","46370641162.0825","46234147135.3201","49336497089.0785","50986608765.458","52870750137.3669","52572127177.2027","48679974310.7113","46334286468.7592","45877650453.6435","46094107348.8344","41990443713.3653","41607493861.9341","42057779455.4175","42657991660.8026","43362105898.4294",
"Tunisia","TUN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56128641746.2531","58320209991.2682","62872527463.8143","64249328216.1451","66291436138.5367","67850391855.9123","72699035794.9194","76654549258.347","80321520823.6446","85184695317.4753","89196871393.6356","92583026945.7652","93807490386.7392","98218693376.4658","104343405545.527","107981385901.035","113644037578.169","121269008115.786","126408123676.667","130255291873.091","134125349509.407","131380294644.082","136920177462.427","140247243251.186","144581343121.672","145980461272.967","147611684827.57","150914996206.339","154876409380.308","157335609265.519","143156627805.07","149936984870.616","153945277603.29","154005557289.819","156085637253.243",
"Turkiye","TUR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","672761611106.431","677607371950.863","711729205521.844","766185494563.632","730418826596.205","787963171069.389","846112209271.085","910227746541.109","932110989247.673","901694637937.959","964211288589.354","908769076294.862","967363980381.772","1023115159984.73","1123338870245.12","1224352926925.16","1309420822415.08","1375461565451.23","1386671915201.93","1319790593908.48","1431010724099.15","1591285507657.86","1667484098204.53","1808983747224.41","1898342391652.7","2013846785874.17","2080768610398.09","2236867819305.69","2304268458170.27","2323129230235.18","2366336484467.21","2637031078345.11","2782949291104.77","2925190509873.26","3018329288131.69",
"Tuvalu","TUV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26255744.2820016","27203362.2268017","27962006.5681544","29111475.3801194","32105118.0898766","30498432.8554643","28680308.2839971","31549286.3606269","36439793.6509705","35869922.3497403","35521808.6252132","35521808.6252132","38904838.0180907","37213323.3216519","36367565.9734326","34676051.2769938","35521808.6252132","38059080.6698713","40596352.7145294","38059080.6698713","37213323.3216519","39750595.36631","38904838.0180907","40596352.7145294","40596352.7145294","44825139.4556262","47362411.5002843","48522029.4004279","49195167.6738756","55994972.1778245","53601225.1551592","54568264.1071132","54937860.0682851","57054510.9926258","",
"Tanzania","TZA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45548129428.1548","46491881301.4301","46763543653.4223","47327418840.9974","48069352690.1593","49785386216.9528","52047816781.4102","53882647114.4695","55880891332.3396","58598861751.0546","61247990089.9863","64966238148.1991","69574420093.5316","74216974922.1865","79786079165.5657","85751141168.8186","91352595553.1122","97535828141.9214","103082121917","108513627413.436","115389618835.616","124242489748.378","129833592573.948","138638368792.753","147972144106.593","157088158594.028","167875584975.536","179227797329.556","189028119923.261","199991750878.748","203975515772.129","212790081675.953","222506089071.156","233786087616.827","246705840510.802",
"Uganda","UGA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18976161859.31","20030116010.2769","20714816861.9274","22439593108.7076","23876542912.9441","26627895166.6682","29043608326.1892","30524832892.4193","32022156984.4972","34601204977.308","35688342775.5911","37538305526.1714","40816407789.0528","43458559445.72","46416884994.9654","49356264462.1979","54679211422.7984","59279059602.2664","64441525832.5968","68824527391.806","72704586957.4991","79532751291.9507","82584785315.0513","85547023791.0966","89915317733.6013","94579998410.3165","99101868411.0026","102205149786.109","108648084530.548","115643657676.452","119056656372.302","123267190675.87","128922716406.488","135803286914.102","144136790455.083",
